id,product_id,sku,color,url,gallery_photos,technical_photos,source
397,107,OM-2151,Standard,https://www.omniafloor.it/en/collections/omnia-standard-tiles/,"[""https://www.omniafloor.it/catalog/omnia_standard_tiles/colors/black_onyx/upside.webp"", ""https://www.omniafloor.it/catalog/omnia_standard_tiles/colors/black_onyx/room.webp""]",[],omnia
398,108,OM-2152,Standard,https://www.omniafloor.it/en/collections/omnia-standard-tiles/,"[""https://www.omniafloor.it/catalog/omnia_standard_tiles/colors/glacier_grey/upside.webp"", ""https://www.omniafloor.it/catalog/omnia_standard_tiles/colors/glacier_grey/room.webp""]",[],omnia
399,109,OM-2153,Standard,https://www.omniafloor.it/en/collections/omnia-standard-tiles/,"[""https://www.omniafloor.it/catalog/omnia_standard_tiles/colors/artic_stone/upside.webp"", ""https://www.omniafloor.it/catalog/omnia_standard_tiles/colors/artic_stone/room.webp""]",[],omnia
400,110,OM-2154,Standard,https://www.omniafloor.it/en/collections/omnia-standard-tiles/,"[""https://www.omniafloor.it/catalog/omnia_standard_tiles/colors/urban_grey/upside.webp"", ""https://www.omniafloor.it/catalog/omnia_standard_tiles/colors/urban_grey/room.webp""]",[],omnia
401,111,OM-M30003,MAT,https://www.omniafloor.it/en/collections/revesta/,"[""https://www.omniafloor.it/catalog/revesta/colors/urban_stone_grey/upside.webp"", ""https://www.omniafloor.it/catalog/revesta/colors/urban_stone_grey/room.webp""]",[],omnia
402,111,OM-MG30003,LUCIOS,https://www.omniafloor.it/en/collections/revesta/,"[""https://www.omniafloor.it/catalog/revesta/colors/urban_stone_grey/upside.webp"", ""https://www.omniafloor.it/catalog/revesta/colors/urban_stone_grey/room.webp""]",[],omnia
403,112,OM-M30005,MAT,https://www.omniafloor.it/en/collections/revesta/,"[""https://www.omniafloor.it/catalog/revesta/colors/black_aurum/upside.webp"", ""https://www.omniafloor.it/catalog/revesta/colors/black_aurum/room.webp""]",[],omnia
404,112,OM-MG30005,LUCIOS,https://www.omniafloor.it/en/collections/revesta/,"[""https://www.omniafloor.it/catalog/revesta/colors/black_aurum/upside.webp"", ""https://www.omniafloor.it/catalog/revesta/colors/black_aurum/room.webp""]",[],omnia
405,113,OM-M30001,MAT,https://www.omniafloor.it/en/collections/revesta/,"[""https://www.omniafloor.it/catalog/revesta/colors/white_marble/upside.webp"", ""https://www.omniafloor.it/catalog/revesta/colors/white_marble/room.webp""]",[],omnia
406,113,OM-MG30001,LUCIOS,https://www.omniafloor.it/en/collections/revesta/,"[""https://www.omniafloor.it/catalog/revesta/colors/white_marble/upside.webp"", ""https://www.omniafloor.it/catalog/revesta/colors/white_marble/room.webp""]",[],omnia
407,114,OM-MG30000,MAT,https://www.omniafloor.it/en/collections/revesta/,"[""https://www.omniafloor.it/catalog/revesta/colors/bronze_metal/upside.webp"", ""https://www.omniafloor.it/catalog/revesta/colors/bronze_metal/room.webp""]",[],omnia
408,115,OM-M30006,MAT,https://www.omniafloor.it/en/collections/revesta/,"[""https://www.omniafloor.it/catalog/revesta/colors/sand_stone_terra_beige/upside.webp"", ""https://www.omniafloor.it/catalog/revesta/colors/sand_stone_terra_beige/room.webp""]",[],omnia
409,115,OM-HG30006,LUCIOS,https://www.omniafloor.it/en/collections/revesta/,"[""https://www.omniafloor.it/catalog/revesta/colors/sand_stone_terra_beige/upside.webp"", ""https://www.omniafloor.it/catalog/revesta/colors/sand_stone_terra_beige/room.webp""]",[],omnia
410,116,OM-M30004,MAT,https://www.omniafloor.it/en/collections/revesta/,"[""https://www.omniafloor.it/catalog/revesta/colors/absolute_black/upside.webp"", ""https://www.omniafloor.it/catalog/revesta/colors/absolute_black/room.webp""]",[],omnia
411,116,OM-HG30004,LUCIOS,https://www.omniafloor.it/en/collections/revesta/,"[""https://www.omniafloor.it/catalog/revesta/colors/absolute_black/upside.webp"", ""https://www.omniafloor.it/catalog/revesta/colors/absolute_black/room.webp""]",[],omnia
412,117,OM-M30002,MAT,https://www.omniafloor.it/en/collections/revesta/,"[""https://www.omniafloor.it/catalog/revesta/colors/concrete_grey/upside.webp"", ""https://www.omniafloor.it/catalog/revesta/colors/concrete_grey/room.webp""]",[],omnia
413,117,OM-HG30002,LUCIOS,https://www.omniafloor.it/en/collections/revesta/,"[""https://www.omniafloor.it/catalog/revesta/colors/concrete_grey/upside.webp"", ""https://www.omniafloor.it/catalog/revesta/colors/concrete_grey/room.webp""]",[],omnia
1200,400,BAT_18096,Chrome,https://www.thebathcollection.com/en/products/tasos-high-basin-faucet/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32234_es-18096-grifo-para-lavabo-tasos-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32174_es-18096-grifo-tasos-para-lavabo-alto-bathco-Real.jpg""]",bathco
1201,401,BAT_18095,Chrome,https://www.thebathcollection.com/en/products/faucet-faucet-washbasin/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32242_es-18095-grifo-tasos-bathco-Real.jpg"", ""https://www.thebathcollection.com/wp-content/uploads/2025/10/34081_es-4160-circus-60-02-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32168_es-18095-griferia-tasos-para-lavabo-de-bathco-Real.jpg""]",bathco
1202,402,BAT_18080,Chrome,https://www.thebathcollection.com/en/products/milos-chrome-high-basin-faucet/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32190_es-18080-milos-grifo-para-lavabo-alto-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32144_es-18080-grifo-milos-para-lavabo-alto-de-bathco-Real.jpg""]",bathco
1203,402,BAT_18092,Bronze,https://www.thebathcollection.com/en/products/milos-high-basin-faucet-bronze/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32196_es-18092-milos-grifo-para-lavabo-alto-bathco-Real.jpg"", ""https://www.thebathcollection.com/wp-content/uploads/2025/10/32092_es-18092-milos-grifo-alto-para-lavabo-bathco-Real-scaled.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32150_es-18092-grifo-milos-para-lavabo-alto-de-bathco-Real.jpg""]",bathco
1204,402,BAT_18084,Black,https://www.thebathcollection.com/en/products/milos-black-high-basin-faucet/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32192_es-18084-milos-grifo-para-lavabo-alto-bathco-Real.jpg"", ""https://www.thebathcollection.com/wp-content/uploads/2025/10/32090_es-18084-milos-grifo-alto-para-lavabo-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32148_es-18084-grifo-milos-para-lavabo-alto-de-bathco-Real.jpg""]",bathco
1205,402,BAT_18088,Gun Metal,https://www.thebathcollection.com/en/products/milos-gunmetal-high-basin-faucet/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32194_es-18088-milos-grifo-para-lavabo-alto-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32146_es-18088-grifo-milos-para-lavabo-alto-de-bathco-Real.jpg""]",bathco
1206,403,BAT_18079,Chrome,https://www.thebathcollection.com/en/products/milos-chrome-basin-faucet/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32178_es-18079-milos-grifo-lavabo-bathco-Real.jpg"", ""https://www.thebathcollection.com/wp-content/uploads/2025/10/32088_es-18079-milos-grifo-bajo-para-lavabo-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32138_es-18079-lavabo-milos-para-lavabo-de-bathco-Real.jpg""]",bathco
1207,403,BAT_18091,Bronze,https://www.thebathcollection.com/en/products/milos-basin-faucet-bronze/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32182_es-18091-milos-grifo-lavabo-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32142_es-18091-lavabo-milos-para-lavabo-de-bathco-Real.jpg""]",bathco
1208,403,BAT_18083,Black,https://www.thebathcollection.com/en/products/milos-grifo-lavabo-negro/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32180_es-18083-milos-grifo-lavabo-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32136_es-18083-lavabo-milos-para-lavabo-de-bathco-Real.jpg""]",bathco
1209,403,BAT_18087,Gun Metal,https://www.thebathcollection.com/en/products/milos-grifo-lavabo-gunmetal/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32176_es-18087-milos-grifo-lavabo-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32140_es-18087-lavabo-milos-para-lavabo-de-bathco-Real.jpg""]",bathco
1210,404,BAT_18069,Black,https://www.thebathcollection.com/en/products/grifo-medio-de-lavabo-athenas-negro/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/22621_es-ref-18069-grifo-medio-de-lavabo-de-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/22631_es-ref-18069-grifo-medio-de-lavabo-de-bathco-Real-1.jpg""]",bathco
1211,404,BAT_18058,Gray,https://www.thebathcollection.com/en/products/grifo-medio-de-lavabo-athenas-gris/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/22619_es-ref-18058-grifo-medio-de-lavabo-de-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/22631_es-ref-18069-grifo-medio-de-lavabo-de-bathco-Real.jpg""]",bathco
1212,405,BAT_18068,Black,https://www.thebathcollection.com/en/products/athenas-low-basin-faucet-black/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/22607_es-ref-18068-grifo-para-lavabo-de-bathco-Real.jpg"", ""https://www.thebathcollection.com/wp-content/uploads/2025/10/22617_es-ref-18068-grifo-para-lavabo-de-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/22611_es-ref-18068-grifo-para-lavabo-de-bathco-Real.jpg""]",bathco
1213,405,BAT_18057,Gray,https://www.thebathcollection.com/en/products/athenas-grey-low-basin-faucet/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/22609_es-ref-18057-grifo-para-lavabo-de-bathco-Real.jpg"", ""https://www.thebathcollection.com/wp-content/uploads/2025/10/32082_es-18057-grifo-tasos-para-lavabo-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/22613_es-ref-18057-grifo-para-lavabo-de-bathco-Real.jpg""]",bathco
1214,406,BAT_18097,Chrome,https://www.thebathcollection.com/en/products/tasos-grifo-lavabo-empotrado/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32238_es-18097-grifo-empotrado-para-lavabo-tasos-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32172_es-18097-grifo-tasos-empotrado-bathco-Real.jpg""]",bathco
1215,407,BAT_18081,Chrome,https://www.thebathcollection.com/en/products/milos-chrome-built-in-faucet/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32202_es-18081-milos-grifo-lavabo-empotrado-con-embellecedor-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32152_es-18081-milos-griferia-empotrada-bathco-Real.jpg""]",bathco
1216,407,BAT_18085,Black,https://www.thebathcollection.com/en/products/milos-grifo-empotrado-negro/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32204_es-18085-milos-grifo-lavabo-empotrado-con-embellecedor-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32154_es-18085-milos-griferia-empotrada-bathco-Real.jpg""]",bathco
1217,407,BAT_18089,Gun Metal,https://www.thebathcollection.com/en/products/milos-grifo-empotrado-gunmetal/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32206_es-18089-milos-grifo-lavabo-empotrado-con-embellecedor-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32156_es-18089-milos-griferia-empotrada-bathco-Real.jpg""]",bathco
1218,408,BAT_18060,Gray,https://www.thebathcollection.com/en/products/athenas-built-in-faucet/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/22645_es-ref-18060-grifo-empotrado-de-bathco-Real.jpg"", ""https://www.thebathcollection.com/wp-content/uploads/2025/10/22655_es-ref-18060-grifo-empotrado-de-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/22649_es-ref-18060-grifo-empotrado-de-bathco-Real.jpg""]",bathco
1219,409,BAT_18074,Black,https://www.thebathcollection.com/en/products/grifo-alto-athenas-negro/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/22659_es-ref-18074-grifo-de-banera-athenas-Real.jpg"", ""https://www.thebathcollection.com/wp-content/uploads/2025/10/24420_es-ref-18074-grifo-de-lavabo-athenas-Real.jpg""]",[],bathco
1220,409,BAT_18064,Gray,https://www.thebathcollection.com/en/products/grifo-alto-athenas-gris/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/22659_es-ref-18064-grifo-de-banera-athenas-Real.jpg""]",[],bathco
1221,410,BAT_18098,Chrome,https://www.thebathcollection.com/en/products/tasos-bide-faucet/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32246_es-18098-grifo-lavabo-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32437_es-18098-01-Real.jpg""]",bathco
1222,411,BAT_18100,Chrome,https://www.thebathcollection.com/en/products/tasos-columna-ducha/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32244_es-18100-columna-tasos-ducha-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32416_es-18100-01-Real.jpg""]",bathco
1223,412,BAT_18099,Chrome,https://www.thebathcollection.com/en/products/tasos-recessed-shower-faucet/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32240_es-18099-tasos-grifo-ducha-empotrado-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32170_es-18099-griferia-tasos-de-ducha-de-bathco-Real.jpg""]",bathco
1224,413,BAT_18082,Chrome,https://www.thebathcollection.com/en/products/milos-shower-faucet-chrome/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32220_es-18082-milos-griferia-ducha-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32164_es-18082-griferia-de-ducha-milos-bathco-Real.jpg""]",bathco
1225,413,BAT_18094,Bronze,https://www.thebathcollection.com/en/products/milos-shower-faucet-bronze/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32224_es-18094-milos-griferia-ducha-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32166_es-18094-griferia-de-ducha-milos-bathco-Real.jpg""]",bathco
1226,413,BAT_18086,Black,https://www.thebathcollection.com/en/products/milos-shower-faucet-black/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32218_es-18086-milos-griferia-ducha-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32162_es-18086-griferia-de-ducha-milos-bathco-Real.jpg""]",bathco
1227,413,BAT_18090,Gun Metal,https://www.thebathcollection.com/en/products/milos-gunmetal-shower-faucets/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32222_es-18090-milos-griferia-ducha-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/32160_es-18090-griferia-de-ducha-milos-bathco-Real.jpg""]",bathco
1228,414,BAT_18076,Black,https://www.thebathcollection.com/en/products/athenas-shower-faucet-black/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/22707_es-ref-18076-griferia-empotrada-de-ducha-de-bathco-Real.jpg"", ""https://www.thebathcollection.com/wp-content/uploads/2025/10/24404_es-ref-18076-griferia-empotrada-de-ducha-de-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/22711_es-ref-18076-griferia-empotrada-de-ducha-de-bathco-Real.jpg""]",bathco
1229,414,BAT_18067,Gray,https://www.thebathcollection.com/en/products/athenas-gray-shower-faucet/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/22705_es-ref-18067-griferia-empotrada-de-ducha-de-bathco-Real.jpg"", ""https://www.thebathcollection.com/wp-content/uploads/2025/10/22716_es-ref-18067-griferia-empotrada-de-ducha-de-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/22709_es-ref-18067-griferia-empotrada-de-ducha-de-bathco-Real.jpg""]",bathco
1230,415,BAT_18078,Gray,https://www.thebathcollection.com/en/products/grifo-de-banera-athenas/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/23872_es-ref-18078-grifo-athenas-para-banera-de-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/23874_es-ref-18078-grifo-athenas-para-banera-de-bathco-Real.jpg""]",bathco
1231,416,BAT_18065,Gray,https://www.thebathcollection.com/en/products/iconos-gray-bath-faucet/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/24408_es-ref-18065-grifo-de-banera-iconos-de-bathco-Real-scaled.jpg"", ""https://www.thebathcollection.com/wp-content/uploads/2025/10/24414_es-ref-18065-grifo-de-banera-iconos-de-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/24412_es-ref-18065-grifo-de-banera-iconos-de-bathco-Real-scaled.jpg""]",bathco
1232,416,BAT_18075,Black,https://www.thebathcollection.com/en/products/griferia-de-banera-iconos-negro/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/24406_es-ref-18075-grifo-de-banera-iconos-de-bathco-Real-scaled.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/24410_es-ref-18075-grifo-de-banera-iconos-de-bathco-Real-scaled.jpg""]",bathco
1233,416,BAT_18077,Gray,https://www.thebathcollection.com/en/products/grifo-de-banera-iconos/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/23866_es-ref-18077-grifo-iconos-para-banera-de-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/23868_es-ref-18077-grifo-iconos-para-banera-de-bathco-Real.jpg""]",bathco
1234,417,BAT_4563,White,https://www.thebathcollection.com/en/products/oropesa-wall-hung-toilet/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/31764_es-4563-inodoro-oropesa-de-bathco-Real.jpg"", ""https://www.thebathcollection.com/wp-content/uploads/2025/10/32078_es-4563-oropesa-inododoro-suspendido-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/35046_es-4563-oropesa-inodoro-suspendido-dibujo-tecnico-web-1934x1200-Real.jpg""]",bathco
1235,418,BAT_4549,White,https://www.thebathcollection.com/en/products/evora-wall-hung-toilet/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/19748_es-ref-4549-inodoro-suspendido-evora-de-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/35527_es-4549-evora-inodoro-dibujo-tecnico-web-Real.jpg""]",bathco
1236,419,BAT_4560,Matte White,https://www.thebathcollection.com/en/products/antequera-suspended-matte-toilet/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/31768_es-4560-inodoro-suspendido-antequera-blanco-de-bathco-Real.jpg"", ""https://www.thebathcollection.com/wp-content/uploads/2025/10/31188_es-4560-antequera-blanco-mate-inodoro-suspendido-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/10/34420_es-4567-antequera-suspendido-Real.jpg""]",bathco
1237,419,BAT_4561,Matte Black,https://www.thebathcollection.com/en/products/antequera-black-wall-hung-toilet/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/31772_es-4561-inodoro-suspendido-antequera-blanco-mate-de-bathco-Real.jpg"", ""https://www.thebathcollection.com/wp-content/uploads/2025/10/31190_es-4561-antequera-inodoro-suspendido-negro-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/10/34420_es-4567-antequera-suspendido-Real-1.jpg""]",bathco
1238,419,BAT_4567,Bright White,https://www.thebathcollection.com/en/products/antequera-wall-hung-toilet-gloss/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/31770_es-4567-inodoro-suspendido-antequera-negro-mate-de-bathco-Real.jpg"", ""https://www.thebathcollection.com/wp-content/uploads/2025/10/32661_es-4567-inodoro-suspendido-antequera-de-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/10/34420_es-4567-antequera-suspendido-Real-2.jpg""]",bathco
1239,420,BAT_4566,White,https://www.thebathcollection.com/en/products/oropesa-floor-toilet/,"[""https://www.thebathcollection.com/wp-content/uploads/2025/09/31766_es-4566-inodoro-oropesa-de-bathco-Real.jpg"", ""https://www.thebathcollection.com/wp-content/uploads/2025/10/31146_es-4566-inodoro-a-suelo-oropesa-de-bathco-Real.jpg""]","[""https://www.thebathcollection.com/wp-content/uploads/2025/09/31846_es-4566-oropesa-inodoro-suelo-dibujo-tecnico-Real.jpg""]",bathco
